timestamp,tweet_text,username,all_hashtags,followers_count
2020-02-24 19:00:01,"The police cheer ""go wuhan"" as they point their gun in the air...the crow cheers and the chinese government saves the world! #coronavirus #CoronavirusOutbreak #Wuhan #coronaviruschina #coronavirusaustralia #CoronaVirusCanada",PrimitiveTube,"['coronavirus', 'CoronavirusOutbreak', 'Wuhan', 'coronaviruschina', 'coronavirusaustralia', 'CoronaVirusCanada']",131,Cambodia,264,False,,0,0
2020-02-24 19:00:00,"They are burning 1,200 bodies a Day😱 #Coronavirus #COVID #COVID19 #China #wuhan #冠状病毒 #coronavirus #CoronavirusOutbreak #Wuhan #coronaviruschina #coronavirusaustralia",RoutVanna,"['Coronavirus', 'COVID', 'COVID19', 'China', 'wuhan', '冠状病毒', 'coronavirus', 'CoronavirusOutbreak', 'Wuhan', 'coronaviruschina', 'coronavirusaustralia']",500,"Saint-Usage, France",61,False,,0,1
2020-02-24 18:59:36,When your protection from the #Wuhan #coronavirus was actually brought from Wuhan 😆🤣 #COVID_19 https://t.co/ZXL1hXr2yE,tonymouawad01,"['Wuhan', 'coronavirus', 'COVID_19']",223,Beirut - Lebanon,415,False,,5,0
2020-02-24 18:57:06,How will that help? Only 9% of #CoronaVirus cases were #detected among Japanese evacuated out of #Wuhan #China! @PeterSweden7 #Detection #COVID19N #Epidemic #Pandemic https://t.co/gPp6mFk9Eg https://t.co/JwjCDXOpG1,DavidLHagen,"['CoronaVirus', 'detected', 'Wuhan', 'China', 'Detection', 'COVID19N', 'Epidemic', 'Pandemic']",275,USA,17774,False,,1,0
2020-02-24 18:55:20,"#COVID19 #Coronavirus #China #Wuhan Well, this is not very encouraging Keep in mind that Chinese people will not be informed of a culling. However, this proves the situation is VERY Serious. 👇 Still waiting on confirmation that there really are 50 dead in #Iran , Foxnews and https://t.co/8t7Q60UBYQ",AudioCode3,"['COVID19', 'Coronavirus', 'China', 'Wuhan', 'Iran']",2566,Sverige,24145,False,,0,0
2020-02-24 18:55:01,"Clorox CLO 68978 Hospital Cleaner Disinfectant W/bleach, 128 Oz Refill, 4/carton https://t.co/Xj2goaDHY8 ad #coronavirus #coronaoutbreak #flu #corona #virus #CoronavirusOutbreak #coronaviruswuhan #2019nCoV #COVID19 #wuhan #china #outbreak #CoronavirusUSA #pandemic",mystylehfb,"['coronavirus', 'coronaoutbreak', 'flu', 'corona', 'virus', 'CoronavirusOutbreak', 'coronaviruswuhan', '2019nCoV', 'COVID19', 'wuhan', 'china', 'outbreak', 'CoronavirusUSA', 'pandemic']",5707,United States,9693,False,,0,0
2020-02-24 18:53:35,BUT are all #CoronaVirus cases detected? Data suggests only ~ 9% of cases were detected among Japanese evacuated out of Wuhan! Implications on death rates? @Gerna1966 #2019-nCoV #2019CoVn #China #Wuhan #epidemic #Detection https://t.co/gPp6mFk9Eg https://t.co/RQTgwij1UO,DavidLHagen,"['CoronaVirus', '2019CoVn', 'China', 'Wuhan', 'epidemic', 'Detection']",275,USA,17774,False,,1,0
2020-02-24 18:53:09,Is the killer #coronavirus now disease X? World Health Organization expert warns the infection is 'rapidly' fitting category for the mysterious pathogen scientists fear will kill 80million  #COVID19 #CoronavirusOutbreak #China #Wuhan #Italy   https://t.co/FqcY0lyEQI  @MailOnline,0406Guno,"['coronavirus', 'COVID19', 'CoronavirusOutbreak', 'China', 'Wuhan', 'Italy']",4355,,18109,False,,0,2
2020-02-24 18:51:22,#BreakingNews &lt;&lt;&lt; 14 Colombians Return from #Wuhan #China &gt;&gt;&gt; #COVID19 #Colombia #coronavirus https://t.co/hJgEGfBp81,BostonRoca,"['BreakingNews', 'Wuhan', 'China', 'COVID19', 'Colombia', 'coronavirus']",1223,"Boston, MA",207801,False,,1,0
2020-02-24 18:50:24,"Why #Coronavirus may spread more slowly in developed outside of #Wuhan: less population density, no “#squat” toilets, and better sanitation and healthcare infrastructure. Cultural variable: #spitting in China is accepted. Slower growth rate will alleviate hospital burdens. #Cv19",ComplexDynSys,"['Coronavirus', 'Wuhan', 'squat', 'spitting', 'Cv19']",1,,19,False,,0,0
