title_text,Time_stamp,source
Number of UK coronavirus cases rises to 206,2020-03-07T14:37:24Z,reuters
"U.S. raises travel alert levels for Azerbaijan, Turkmenistan over coronavirus",2020-03-07T02:56:22Z,reuters
Czech coronavirus quarantine measures extended to foreign residents,2020-03-07T17:27:40Z,reuters
"China January-February yuan-denominated exports slump 15.9%, imports down 2.4%",2020-03-07T05:15:27Z,reuters
First Cambodian tests positive for coronavirus,2020-03-07T12:09:09Z,reuters
U.S. sailor confirmed with coronavirus in Italy,2020-03-07T14:24:09Z,reuters
Paraguay confirms its first case of coronavirus,2020-03-07T18:20:17Z,reuters
Son of Georgia medical chief contracts coronavirus,2020-03-07T10:54:05Z,reuters
Italian girl becomes Malta's first coronavirus case,2020-03-07T11:11:20Z,reuters
Mexico reports its sixth case of coronavirus,2020-03-07T03:12:32Z,reuters
Leader of Italy's co-ruling democratic party tests positive to coronavirus,2020-03-07T12:31:20Z,reuters
Dutch coronavirus cases rise by 60 to 188 - health authorities,2020-03-07T13:52:38Z,reuters
"Coronavirus deaths rise to 145 in Iran, infections up by more than 1,000 - ministry",2020-03-07T11:13:39Z,reuters
Iranian MP dies from coronavirus: Tasnim news agency,2020-03-07T09:45:13Z,reuters
Vietnam's coronavirus cases rise to 18: health ministry,2020-03-07T09:32:33Z,reuters
"Protesters, police scuffle at Cyprus checkpoint closed over coronavirus",2020-03-07T15:05:56Z,reuters
"South Korea confirms 174 new coronavirus cases, total to 6,767",2020-03-07T01:31:42Z,reuters
